Ti S_Ti j F(Ti,S_Ti,j) 
0.821782 108.476768 83 0.000000
0.831683 110.165337 76 0.000000
0.841584 114.254997 51 0.000000
0.851485 118.308998 29 19.795282
0.861386 110.454094 82 0.000000
0.871287 100.055305 67 0.000000
0.881188 89.398552 89 0.000000
0.891089 111.744179 44 0.000000
0.900990 91.531929 91 0.000000
0.910891 95.894112 53 0.000000
0.920792 98.386208 93 0.000000
0.930693 135.702988 39 36.046497
0.940594 126.597809 36 26.800303
0.950495 93.156433 96 0.000000
0.960396 92.581963 97 0.000000
0.970297 100.613609 80 0.000000
0.980198 126.752167 39 26.708599
0.990099 125.082138 12 25.174477
0.000000 100.000000 0 7.625976
0.009901 100.089096 1 8.104491
0.019802 102.833984 2 9.019626
0.029703 91.665909 3 2.503582
0.039604 94.184631 4 3.681308
0.049505 93.948868 5 3.588993
0.059406 95.361603 6 3.816850
0.069307 93.470680 7 2.807177
0.079208 105.175377 8 11.438991
0.089109 105.624397 9 12.545135
0.099010 108.864319 9 13.748870
0.108911 104.420479 11 10.662495
0.118812 102.802528 12 8.616507
0.128713 94.707039 13 2.302230
0.138614 101.609283 14 7.016201
0.148515 99.132889 15 4.376811
0.158416 102.386192 16 6.890141
0.168317 112.318520 14 19.206593
0.178218 89.780090 18 0.801175
0.188119 75.795624 19 0.000000
0.198020 98.199425 20 3.028668
0.207921 121.840279 9 4.843648
0.217822 98.558037 22 2.760676
0.227723 113.579620 18 19.592545
0.237624 98.025566 24 2.080578
0.247525 107.403038 22 10.837742
0.257426 106.297104 12 11.844923
0.267327 98.441887 27 1.685385
0.277228 109.555199 21 13.567162
0.287129 101.587753 28 3.093640
0.297030 100.763992 26 3.392327
